id	title	appearance	mechanism	attack	story	prompt_en
frosti	정지점 저격수	길고 가는 장년 남성, 빗어 넘긴 흰 머리와 움푹한 뺨. 긴 백청 저격 코트, 오른팔을 둘러싼 투명 냉각 지지틀. 어깨 너머 높게 솟는 긴 유리 총열, 반대 어깨의 육각 탄창함.	총열 전체의 투명 냉각재와 팔 고정틀이 한 발을 흔들림 없이 얼려 보낸다. 볼트 손잡이가 크게 노출된다.	왼손으로 볼트를 당겨 서리 탄 장전 → 지지틀을 잠가 호흡 정지 → 한 발 저격, 적의 짧은 완전 정지 → 볼트 후퇴.	혹한 관측소에서 구조 로프 끝만 정확히 맞히던 명사수. 움직임이 멈추는 순간을 오래 기다릴 줄 안다.	Tall very lean mature male cryogenic marksman, swept white hair, hollow cheeks, long pale blue sniper coat. Right arm enclosed in a transparent angular coolant support brace with visible hand inside. Extremely LONG GLASS-JACKETED sniper rifle secured vertically on back beside left shoulder, exposed oversized bolt handle, pale cyan coolant clearly visible inside barrel jacket. Hexagonal ammunition case at opposite shoulder, steady human eyes, grounded insulated boots.
isa	최후의 빙문 궁장	큰 키의 여성, 은백 머리를 높은 한 줄로 묶음. 두꺼운 얼음 결정 어깨와 날씬한 허리, 등 뒤로 높이가 다른 세 기둥 결정 냉각탑. 다리 바깥의 사람 키만 한 거대 활, 중앙에는 긴 수정 화살 레일.	세 냉각탑이 긴 화살 레일로 냉기를 모아 거대한 고드름을 키운다. 날개 장식 대신 작동하는 저장 탑을 쓴다.	등 탑 세 개가 차례로 밝아짐 → 온몸을 뒤로 기울여 거대 활 만작 → 굵은 고드름 관통. 착탄 후 낮은 얼음 기둥들이 솟아 감속·결빙 구역 형성.	마지막 산악 대피로의 빙문을 세운 수호장. 길을 봉쇄하는 힘으로 사람에게 열어 줄 시간을 만든다.	Very tall legendary adult female frostgate grand archer, silver-white hair tied high into one long tail, massive angular translucent ice shoulder armor, narrow armored waist. THREE towering crystal cooling columns of unequal height mounted behind her, striking stepped skyline silhouette. Person-height giant silver and cyan bow strapped vertically outside right side, long crystal arrow guide rail at center. White-blue articulated plate armor, grounded crystal-reinforced boots, strong calm face.
brigid	전선 활 견습	둥근 눈과 짧은 보라 머리의 성인 여성. 연두색 짧은 절연 조끼, 커다란 흰 세라믹 팔꿈치 보호대. 등 밖으로 드러난 작은 U자 활과 양 끝의 구리 전극 공 두 개.	활 양끝의 두 전극 사이에서 화살에 전기를 충전한다. 화살촉 뒤의 갈고리 한 개가 첫 연쇄 연결을 예고한다.	활시위를 당겨 두 전극 사이를 밝힘 → 짧은 방전 화살 → 맞은 적에서 가까운 적 하나로 번개 도약.	끊긴 전선에 임시 연결줄을 쏘던 수습 기사. 아직 먼 곳까지는 못 잇지만 바로 옆 한 사람은 놓치지 않는다.	Small adult female electrical line-archer apprentice, round attentive eyes, short violet hair, cropped lime-green insulated vest, oversized white ceramic elbow guards. Small U-SHAPED bow with TWO large copper electrode spheres at its tips strapped vertically behind left shoulder, visible outside body. Short copper arrow quiver with hooked arrowheads, purple trousers, rubber-soled boots, practical bright novice design.
rhiannon	활선 연결수	길고 가는 성인 여성, 뻗친 보라색 옆머리와 낮은 검은 묶음머리. 짧은 연두 절연 재킷, 목에서 허리로 흐르는 굵은 전선 두 줄. 한쪽 허리의 구리 릴과 집게 세 개 달린 케이블 끝.	채찍 끝 세 집게가 적 사이에 임시 전선을 건다. 절연 장화와 팔 보호대가 방전의 안전한 경로를 보여 준다.	전선 릴을 풀며 수평으로 휘두름 → 집게가 적들을 연결 → 연결된 적 사이로 연속 방전, 손잡이 회수로 종료.	꺼진 골목의 전등을 하나씩 이어 켜던 배선공. 연결된 것들이 함께 버틴다는 믿음을 공격 기술로 쓴다.	Tall slender adult female live-wire technician, black hair tied low with spiky violet side locks, short lime electrical jacket. TWO thick violet cables running from collar to hips, large copper cable reel on one hip, THREE large copper crocodile clips clustered at the cable tip docked outside opposite thigh. White ceramic forearm guards, heavy insulating purple boots, visible thoughtful face, long flowing cable silhouette kept neat.
finn	축전 속검수	앳된 인상의 성인 남성, 짧게 솟은 연두 머리. 몸에 맞는 보라 경량 재킷, 허리 양쪽의 굵은 원통 축전기 두 개. 짧고 넓은 검, 팔꿈치에는 튕겨 펴지는 용수철 관절.	두 축전기가 한 번씩 검으로 방전한다. 짧은 검과 팔의 용수철이 빠른 두 번 찌르기를 만든다.	양 축전기 점등 → 팔꿈치를 연속 두 번 펴 찌르기 → 짧은 전격 참격 두 개 → 용수철 자동 복귀.	달리는 전차에 전력을 넘겨 주던 기동 정비공. 망설이기 전에 손이 먼저 나가지만 두 번째 동작은 정확하다.	Youthful-faced ADULT male capacitor speed swordsman, short upright lime hair, fitted purple lightweight jacket, TWO chunky cylindrical lime-and-copper capacitors at hips. Short broad straight sword in an open outer-thigh scabbard, exposed spring-loaded elbow joints around natural arms. Slim athletic body, short rubber racing boots, ceramic trim, quick confident human expression. Compact energetic silhouette, adult proportions.
donn	낙뢰 접지공	굽은 등과 키 큰 머리 윤곽의 노년 남성. 길게 묶은 흰 수염, 어깨를 덮는 보라 작업 망토. 등에서 안테나처럼 솟은 한 개의 매우 긴 삼지 피뢰침, 큰 구리 손바닥판.	등 피뢰침으로 모은 전하를 손바닥판으로 지면 표식에 보낸다. 두꺼운 접지선은 장화 뒤까지 이어진다.	손바닥을 펴 접지 표식 전개 → 등 피뢰침에 전하 집중 → 표식으로 낙뢰. 젖은 적이 있는 지점 우선.	번개가 치는 날에도 꼭대기 전선을 점검하던 접지공. 위험한 전류가 사람을 피해 흐를 길을 먼저 만든다.	Elderly male lightning grounding engineer with stooped shoulders but upright standing posture, long tied white beard, violet work mantle covering shoulders. ONE exceptionally tall THREE-PRONG copper lightning rod on backpack rising high above head, large round copper palm plates attached to open hands, thick grounding cables down the backs of his purple rubber boots. Lime insulating panels, deeply lined kind face, narrow tall antenna silhouette.
conor	오연발 점검관	짙은 피부와 각진 얼굴의 성인 남성, 짧은 보라 플랫톱 머리. 연두색 가죽 정비 재킷, 가슴의 큰 다섯 칸 축전 표시기. 허리의 네모난 전격 권총, 손등에서 탄창으로 가는 구리 선.	가슴 다섯 칸이 같은 대상 적중 때 하나씩 켜진다. 권총 위의 쌍전극이 충전된 전하를 마지막 탄에 싣는다.	한 손으로 짧게 다섯 번 사격 → 가슴 표시 다섯 칸 완등 → 다섯 번째 적중에서 집중 감전 폭발.	전차 배터리를 검사하던 순회 기사. 숫자를 끝까지 확인한 뒤에야 괜찮다고 말하는 성격이다.	Dark-skinned athletic adult male electrical inspection officer, angular face, short violet flat-top hair, lime-green leather maintenance jacket. Large FIVE-SEGMENT horizontal capacitor meter on chest, chunky rectangular copper-and-purple electric pistol in open outside-thigh holster with twin top electrodes. Visible copper line from back of hand to hip battery, neat ceramic knuckle plates, rubber work boots, dependable serious eyes.
niamh	삼각 중계궁장	높은 광대와 짧은 비대칭 은발의 여성. 연두·보라 사냥 재킷, 목 둘레에 삼각 접힌 절연 칼라. 등 위로 삼각형을 만드는 전극 세 개, 양 날이 세 갈래로 갈라진 활.	등의 세 전극이 세 발의 화살에 순서대로 전하를 배분한다. 갈라진 활 끝은 연쇄되는 번개 형상을 반복한다.	어깨 전극을 차례로 켬 → 같은 자세에서 화살 세 발 속사 → 각 화살이 인접 적을 최대 두 번 잇는 연쇄.	산봉우리 중계탑을 잇던 통신 궁수. 한 곳이 끊겨도 다음 연결 지점을 즉시 찾아낸다.	Athletic adult female relay-network archer, high cheekbones, short asymmetrical silver hair, lime and violet ranger jacket, triangular folded insulated collar. THREE large copper electrode nodes forming a clear triangle above back, bow with three-pronged forked limbs strapped vertically outside left side. Three narrow purple arrow tubes at hip, white ceramic fittings, sturdy climbing boots, watchful uncovered face, sharp triangular silhouette.
morrigan	회전 전망 감시관	큰 체구의 여성, 짧게 땋은 검은 머리, 넓은 보라 어깨 갑옷. 깃털처럼 겹친 연두 절연판, 머리 위까지 올라오는 U자 안전 프레임. 허리에는 두꺼운 구리 사슬 코일.	등 U자 프레임이 머리 위 사슬 회전 공간을 확보한다. 깃털 같은 판들은 안쪽 몸을 보호하는 절연 가드다.	한 팔을 머리 위로 올려 사슬 회전 → 원 안으로 방전이 퍼짐 → 사슬 속도가 줄며 짧은 마지막 파동, 릴에 회수.	야간 송전탑의 순찰 책임자. 피난소 주변에 아무도 뚫고 지나가지 못할 전기 울타리를 세운다.	Large powerful adult female rotating-grid sentry, short black braids, broad purple shoulder armor layered with feather-shaped lime ceramic insulation plates. Tall U-SHAPED safety support frame rises behind head providing overhead chain clearance. Thick copper chain coiled into a prominent belt reel, sturdy forearm protection, grounded heavy rubber boots. Clear strong human face, shield-like broad industrial silhouette, metallic plates rather than real feathers.
caden	삼단 뇌검기사	은색 가시 머리와 눈썹 위 흉터의 남성. 가슴이 좁고 어깨가 날카로운 연두 경갑. 오른팔 바깥에 계단처럼 놓인 세 축전기, 세 홈이 파인 분절형 검.	팔의 축전기 세 개와 검의 세 홈이 각 타격에 대응한다. 세 번째 회로만 검끝의 갈라진 전극에 연결된다.	손목·팔꿈치·어깨 순서로 세 번 베기 → 세 축전기 순차 소등 → 마지막 참격이 인접 두 적으로 갈라짐.	정전 중 멈춘 승강기를 재시동한 기동대장. 세 단계를 생략하지 않는 습관 덕에 무모한 돌격에서도 살아 돌아왔다.	Lean athletic adult male triple-stage lightning knight, silver spiky hair, scar above eyebrow, narrow chest and pointed lime armor shoulders over purple undersuit. THREE stepped copper capacitors mounted along outside of right arm, segmented sword with THREE purple inset channels and a forked tip secured vertically outside left leg. Precise articulated ceramic joints, angular boots, concentrated human face, sharp stepped silhouette.
lugh	도시 송전관	매우 키 큰 중년 남성, 짧은 흰 수염과 뒤로 넘긴 금발. 보라 장교 코트 위의 대형 구리 어깨 코일 두 개. 등 위에서 아치로 이어지는 굵은 송전선과 꼭대기의 세 갈래 송신기.	양 어깨 코일이 넓은 지역의 접지 표식으로 전류를 분배한다. 등 아치가 다중 낙뢰의 큰 공급원을 보여 준다.	양팔을 크게 열어 두 코일 충전 → 손을 아래로 누르며 표식 일괄 점등 → 넓은 원형 지역에 순차 다중 낙뢰.	도시 전력망을 끝까지 나누어 공급한 총괄 기사. 한 사람이 모든 빛을 독차지하지 않도록 설계했던 힘이다.	Very tall broad middle-aged male city-grid commander, swept blond hair, short white beard, violet officer coat. TWO enormous copper shoulder coils with lime ceramic cores, thick transmission cable arch connecting them above the back, THREE-PRONG transmitter at top of arch. Clean brass chest busbars, purple armored trousers, grounded boots, commanding humane face. Monumental symmetrical electrical-engineering silhouette, visible physical hardware.
brian	최후 송전포장	장년 남성, 짧은 회색 머리와 반쯤 감긴 눈. 짧은 보라 중갑 코트, 왼쪽 어깨의 커다란 둥근 축전기. 오른팔 전체는 두 개의 긴 평행 레일과 큰 구리 코일로 된 포 의수, 손끝 대신 열린 두 총열.	반대 어깨 축전기 → 가슴 전력선 → 오른팔 레일. 열린 쌍레일 사이로 탄이 가속되므로 발사 방향이 명확하다.	두 발의 접지핀 고정 → 포 의수를 목표로 들어 레일을 충전 → 직선 관통 뇌격 → 코일 방열 후 팔을 내림.	주 전력선이 끊기자 자기 장비를 임시 송전선으로 쓴 수석 기사. 남은 한 번의 전류도 허투루 쏘지 않는다.	Legendary mature male last-transmission railgun guardian, short gray hair, half-lidded steady eyes, cropped purple heavy armored coat. Huge ROUND lime-and-copper capacitor on LEFT shoulder. Entire RIGHT arm is a mechanical cannon prosthesis with TWO long parallel open rails and huge copper coils, twin prongs instead of fingers, integrated arm extends horizontally in T-pose. Thick power bus across chest, grounding pins on massive boots. Distinctive asymmetrical silhouette, fully visible face.
pip	한톱니 정비인형	가슴 높이 정도의 작은 사람형 목제 작업 인형. 둥근 흰 얼굴판에 검은 두 눈과 점 하나, 짧고 굵은 팔다리. 가슴의 큰 톱니바퀴 한 개, 허리 바깥의 짧은 톱검, 무채색 작업 조끼.	가슴의 단일 태엽 톱니가 팔을 반복 왕복시킨다. 톱검의 큰 이빨이 작은 몸에서도 공격 부위를 읽히게 한다.	태엽 한 칸 회전 → 팔을 짧게 앞으로 베기 → 즉시 원위치 복귀. 빠르고 소박한 무속성 참격.	카지노 수리용으로 만들어졌지만 피난민들이 붙여 준 이름을 가장 소중히 여긴다. 자기 키보다 낮은 틈을 맡는다.	Small waist-high humanoid wooden maintenance automaton, round ivory faceplate with TWO black eyes and one small dot, short chunky limbs. ONE large exposed brass clockwork gear centered in chest, ivory and graphite work vest, short wide saw-toothed sword secured vertically outside hip. Wooden articulated fingers and feet, charming practical toy-like construction, single clearly readable gear and saw silhouette, restrained brass accents without elemental glow.
mimic	압착 구조인형	둥근 배와 네모난 어깨가 맞물린 통통한 백색 구조 인형. 얼굴에는 반원 웃음 표시. 가슴이 큰 사각 압착판이고, 양 팔뚝에도 작은 사각 판. 등에 접혀 붙은 두 개의 기계 지지대.	가슴 압착판과 팔의 판이 같은 유압 구조로 움직인다. 모방 능력 대신 눈에 보이는 충격 공구로 무속성을 설명한다.	양팔을 뒤로 당겨 압축 → 손바닥판을 앞으로 밀어 충격파 → 전방 작은 원형 범위의 무속성 피해.	카지노 물품을 운반하던 인형이 압착기를 바꿔 달았다. 사람을 안을 때는 압력을 가장 낮은 칸에 둔다.	Stout round-bellied ivory rescue automaton with square shoulders, friendly semicircular smile on simple faceplate. Huge SQUARE PRESS PLATE centered in chest, matching smaller square hydraulic plates mounted on both forearms. TWO folded mechanical braces secured flat to back. Ivory painted metal, graphite joints, restrained brass pistons, chunky articulated hands and flat feet. Cheerful compact mechanical silhouette, solid physical construction, no elemental effects.
dummy	삼실린더 경비인형	긴 코 모양 얼굴판과 둥근 검은 눈의 키 큰 인형. 흰 셔츠를 흉내 낸 외장, 짧은 회색 조끼, 드러난 둥근 팔 관절. 오른쪽 다리 바깥에 구멍 세 개가 세로로 난 긴 공압총.	등의 작은 압축통 세 개가 총의 세 약실에 연결된다. 동일한 세 실린더가 3점사임을 예고한다.	머리가 먼저 목표를 향함 → 총을 들어 정확히 세 번 반동 → 약실 세 개가 차례로 열리며 배기.	카지노 폐장 뒤를 순찰하던 경비 인형. 정해진 길을 벗어나지 못하던 몸이 지금은 피난 통로를 지킨다.	Tall lanky humanoid casino security automaton, long nose-shaped ivory faceplate, round black eyes, painted white-shirt torso and short gray waistcoat, exposed circular wooden shoulder and elbow joints. Long pneumatic rifle with THREE vertically arranged chamber windows secured upright outside right leg, three small compressed-air cylinders on back connected by graphite tubes. Brass hinges, long flat mechanical feet, attentive face, elegant simple physical silhouette.
echo	복시 계측궁수	짧은 회색 머리와 한쪽 확대 렌즈의 성인 여성. 팔꿈치를 드러낸 흰 계측 재킷과 흑연색 바지. 몸 옆에 길게 노출된 은색 분절 활, 활 중앙의 황동 시위 잠금부, 분리된 두 화살 수납부.	분절 활의 황동 그립 안에 재장전용 태엽과 시위 잠금부가 있다. 첫 당김에서 보조 장력을 저장하고, 첫 발 뒤 한 번 더 시위를 걸어 놓는다. 전투 모델에서는 잠금부의 짧은 왕복을 강조한다.	시위를 당겨 첫 화살 발사 → 그립의 태엽이 시위를 다시 잠금 → 잠깐 뒤 약한 두 번째 화살. 기본 활 동작 뒤 짧은 재장전·재발사를 붙인다.	대피소 치수를 재던 계측기사. 첫 기록이 틀릴 수 있어 언제나 한 번 더 확인하던 버릇이 무기가 됐다.	Adult female double-shot surveying archer, short gray hair, one large monocular magnifying lens, tailored ivory surveyor jacket and graphite fitted trousers. Small articulated BRASS CLOCKWORK AUXILIARY ARM anchored above left shoulder, folded at rest. TWO identical parallel bows mounted together as one tandem mechanism secured vertically outside right side, clearly separated strings and double limbs. Measurement tools at belt, sturdy gray boots, analytical uncovered face, purely mechanical equipment.
shift	분절 절단사	높은 광대와 반쯤 민 검은 머리의 성인 여성. 한쪽 어깨만 큰 흰 보호판, 몸에 붙는 회색 작업복. 허리의 반달형 관절 레일과 넓은 네모 칼날이 연결된 분절 채찍.	단단한 네모 마디가 평소에는 반달 레일에 접혀 있다. 손목을 돌리면 각 마디가 차례로 펴져 측면을 크게 감싼다.	팔을 옆으로 크게 휘두름 → 분절 칼날이 순서대로 펼쳐짐 → 넓은 호를 따라 뒤쪽까지 감아치는 무속성 파동. 같은 레일로 회수.	좁은 잔해 틈의 철근을 잘라 구조하던 절단사. 정면에서 닿지 않는 곳에도 도구가 돌아 들어갈 길을 찾는다.	Lean adult female articulated-blade rescue cutter, high cheekbones, half-shaved black hair, ONE large ivory shoulder shield, close-fitting gray mechanic suit. Broad CRESCENT-SHAPED joint rail at hip holds a coiled segmented whip made of large rectangular silver blade links, individual hinges clearly visible. Small brass wrist rotary controller, asymmetrical white shin guards, graphite boots, alert human face, clean physical articulated construction.
phantom	평형 쌍날기사	키 크고 가는 남성, 귀 뒤로 묶은 흰 머리, 길게 내려오는 회색 눈썹. 갈라진 짧은 흰 코트, 등에 세로로 선 좁은 평형추 레일 두 줄. 굽은 낫 모양 칼날 두 개가 달린 긴 검.	검 뒤의 가동 칼날이 주 칼날을 조금 늦게 따라온다. 등 평형추가 무게를 받아 긴 쓸기 뒤에도 몸이 흐트러지지 않는다.	허리를 돌려 긴 횡베기 → 주 칼날 뒤에서 보조날이 접혀 펴짐 → 약한 후행 참격. 평형추 하강으로 복귀.	높은 철골 위에서 잔해를 해체하던 기사. 허공에 남는 두 번째 궤적 때문에 사람들이 유령이라고 불렀다.	Tall thin adult male counterweight blade knight, white hair tied behind ears, long gray eyebrows, short split ivory coat over fitted graphite armor. TWO narrow vertical counterweight rails on back extending above shoulders. Long sword with TWO curved sickle-like blade sections on one spine secured vertically outside left leg, visible brass hinge between the main and trailing blade. Slim weighted boots, restrained silver surfaces, calm visible human face.
blank	전개 방벽기사	넓은 체형의 여성, 아주 짧은 흰 머리와 각진 얼굴. 갑옷 전체가 커다란 무광 백색 판 여섯 장으로 이루어짐. 등에 병풍처럼 접힌 삼면 방벽, 양 팔뚝의 네모 충격 말뚝.	등 방벽의 여섯 패널이 벌어져 공기를 모으고 팔뚝 말뚝이 압력을 터뜨린다. 큰 백색 면 자체가 캐릭터의 고유 특징이다.	양팔을 바깥으로 밀어 방벽 전개 → 팔뚝 말뚝을 앞에 찍음 → 넓은 무속성 충격 구역. 패널을 접어 재압축.	피난소에 칸막이를 세우던 방벽 설계자. 빈 판이라고 불린 장비가 가장 많은 사람의 이름을 지켜 냈다.	Broad powerful adult female deployable-bulwark engineer, very short white hair, angular visible face. Armor built from SIX large smooth MATTE IVORY plates with graphite hinges. Three-section folding wall mounted on back like a folded screen, clear rectangular panels rising beside shoulders. Square pneumatic impact stakes mounted on both forearms, brass compression pistons, thick gray boots. Monumental clean white-plane silhouette with minimal ornament, solid fully clothed human character.
grey	시계추 집행관	키가 작고 단단한 노년 남성. 회색 중절모, 한쪽 눈의 접이식 세 겹 조준경, 짧은 흰 콧수염. 몸에 맞는 회색 코트, 가슴 아래로 매달린 큰 시계추, 다리 옆의 긴 사각 권총.	가슴 시계추의 진동이 조준경 중앙에 겹치는 순간이 발사 타이밍이다. 길고 네모난 총열은 정밀 단발의 인상을 준다.	목을 낮춰 세 겹 조준경 정렬 → 시계추가 중앙을 지날 때 단발 → 묵직한 반동 뒤 천천히 원위치. 높은 치명 효율의 단일 피해.	금고 잠금 장치를 검사하던 정밀 기술자. 평범한 한 발에 필요한 준비를 남들보다 오래 한다.	Short sturdy elderly male precision vault inspector, gray fedora, small white mustache, THREE folding concentric targeting lenses over one eye. Fitted gray knee-length coat, large visible brass CLOCK PENDULUM hanging below chest in a rigid ivory frame. Long square-barreled silver precision pistol secured vertically outside thigh in an open bracket. Polished black work boots, reserved sharp expression, distinctive pendulum and monocle silhouette.
null	일점 관통궁장	아주 키 큰 여성, 검은 머리를 높게 묶은 단정한 얼굴. 흰 세라믹 갑옷은 가슴과 정강이에만 있고 팔다리는 가는 회색 내피. 몸보다 넓게 휘어진 검은 활과 긴 은색 바늘 화살, 등에는 가느다란 직선 인장봉 두 개.	외형에서 장식을 지워 큰 활의 인장과 바늘촉만 남긴다. 두 인장봉이 활의 장력을 저장해 작은 점에 충격을 집중한다.	어깨를 고정하고 활을 천천히 만작 → 정지 한 박자 → 가는 고속 관통 화살. 방어·저항 일부 무시를 설계 목표로 둠.	두꺼운 금고 벽에 가장 작은 구멍을 내던 장인. 부수지 않고 통과하는 방법을 찾던 기록이 남아 있다.	Exceptionally tall slender bald adult female needle-penetration master archer, thin black measuring line above eyes, calm visible face. Minimal ivory ceramic armor only on chest and shins over a slim graphite bodysuit, fully solid body. Enormous clean BLACK recurve bow secured vertically beside body, extremely long silver needle arrows at hip. TWO thin straight tension rods rise behind shoulders. Restrained silver joints, flat boots, striking sparse architectural silhouette, purely mechanical tension system.
zero	연결의 총설계자	넓은 어깨의 중성적 장년 인물, 한쪽은 흰색 한쪽은 검은 짧은 머리. 백색 재킷과 흑연 흉갑, 등에서 부채처럼 벌어진 다섯 규격의 연결 단자. 허리에는 굵고 납작한 금속 마디 사슬, 끝에는 커다란 만능 결합구.	등 단자 다섯 개가 아군 장비의 출력을 전달받고, 사슬 마디가 그 힘을 끝의 결합구로 보낸다. 연료를 직접 만드는 장비는 없다.	인접 아군 쪽 단자가 켜짐 → 사슬을 크게 수평으로 휘두름 → 연결된 타입의 파동. 연결이 없으면 사슬의 물리 충격파.	서로 다른 도시 설비를 한 방어망으로 이은 창설자. 혼자 가장 강한 것보다 함께 작동하는 것을 완성품이라고 여긴다.	Legendary broad-shouldered androgynous mature master systems engineer, short hair split ivory on one side and black on the other, thoughtful fully visible human face. Ivory jacket over graphite breastplate, FIVE DIFFERENT connector sockets on rigid brackets fan out behind shoulders: round water coupler, square heat socket, hexagonal cold port, forked electric terminal, flat mechanical coupler. Thick flat articulated silver cable-chain neatly coiled at waist, huge universal coupling head docked outside thigh. Brass joints, solid boots, monumental functional mechanical silhouette, connectors inactive.
